Nivel;ID;Denominacion
4;L504-HF205-203000;TABLEROS BEAD AND PUSH
5;L504-HF205-203100;TABLERO 33X1
5;L504-HF205-203200;TABLERO 34X1
4;L504-HF205-204000;TABLEROS COLOCADOR DE PESTAÑAS
5;L504-HF205-204100;TABLERO 94X1
4;L504-HF205-205000;TABLEROS COJIN
5;L504-HF205-205100;TABLERO 49X1
5;L504-HF205-205200;TABLERO 49X2
5;L504-HF205-205300;TABLERO 49X7
5;L504-HF205-205400;TABLERO 49X16
5;L504-HF205-205500;TABLERO 49X18
5;L504-HF205-205600;TABLERO 49X20
5;L504-HF205-205700;TABLERO 49X23
4;L504-HF205-206000;TABLEROS BP1
5;L504-HF205-206100;TABLERO 49X8
5;L504-HF205-206200;TABLERO 49X17
5;L504-HF205-206300;TABLERO 49X21
4;L504-HF205-207000;TABLEROS BP2
5;L504-HF205-207100;TABLERO 49X3
5;L504-HF205-207200;TABLERO 49X4
5;L504-HF205-207300;TABLERO 49X9
5;L504-HF205-207400;TABLERO 49X19
5;L504-HF205-207500;TABLERO 49X22
4;L504-HF205-208000;TABLEROS LATERAL
5;L504-HF205-208100;TABLERO 40X1
5;L504-HF205-208200;TABLERO 40X2
5;L504-HF205-208300;TABLERO 40X3
5;L504-HF205-208400;TABLERO 40X4
5;L504-HF205-208500;TABLERO 40X5
4;L504-HF205-209000;TABLEROS ROBOT
5;L504-HF205-209100;TABLERO 95X1
5;L504-HF205-209200;TABLERO 96X1
5;L504-HF205-209300;TABLERO 96X2
5;L504-HF205-209400;TABLERO 96X3
5;L504-HF205-209500;TABLERO 97X1
5;L504-HF205-209600;TABLERO 97X2
5;L504-HF205-209700;TABLERO 97X3
3;L504-HF205-210000;SMS
4;L504-HF205-211000;SMS LADO BREAKER
4;L504-HF205-212000;SMS LADO CARCASA
5;L504-HF205-212100;SMS PLY LADO CARCASA
3;L504-HF205-220000;OVERLAY
4;L504-HF205-221000;LETOFF OVERLAY
5;L504-HF205-221100;LETOFF SUPERIOR OVERLAY
5;L504-HF205-221200;LETOFF INFERIOR OVERLAY
5;L504-HF205-221300;ACUMULADOR LETOFF OVERLAY
4;L504-HF205-222000;SERVIDOR OVERLAY
5;L504-HF205-222100;SERVIDOR OVERLAY
5;L504-HF205-222200;MESA SERVIDOR OVERLAY
5;L504-HF205-222300;CONTROL SERVIDOR OVERLAY
2;L504-HF206;HF TIRE BUILDING MACHINE - HF206
3;L504-HF206-020000;BANDA
4;L504-HF206-021000;LETOFF BANDA
5;L504-HF206-021100;LETOFF IZQUIERDO BANDA
5;L504-HF206-021200;LETOFF DERECHO BANDA
5;L504-HF206-021300;CARRO LETOFF BANDA
4;L504-HF206-022000;FEED CONVEYOR BANDA
5;L504-HF206-022100;FEED CONVEYOR BANDA
4;L504-HF206-023000;SISTEMA DE CORTE BANDA
5;L504-HF206-023100;MOVIMIENTO SISTEMA CORTE BANDA
5;L504-HF206-023200;INSTRUMENTACION SISTEMA DE CORTE BANDA
5;L504-HF206-023300;CORTE DE BANDA
4;L504-HF206-024000;APLICADOR CONVEYOR BANDA
5;L504-HF206-024100;MOTRIZ APLICADOR CONVEYOR BANDA
5;L504-HF206-024200;INSTRUMENTACION APLICADOR CONVEYOR BANDA
5;L504-HF206-024300;APLICADOR CONVEYOR BANDA
5;L504-HF206-024400;SISTEMA ALTURA DE MESA BANDA
4;L504-HF206-025000;APLICADOR BANDA
5;L504-HF206-025100;INSTRUMENTACION APLICADOR DE BANDA
5;L504-HF206-025200;APLICADOR DE BANDA
3;L504-HF206-030000;BREAKER A
4;L504-HF206-031000;LETOFF BREAKER A
5;L504-HF206-031100;MOTRIZ LETOFF BREAKER A
5;L504-HF206-031200;ESTRUCTURA LETOFF BREAKER A
5;L504-HF206-031300;INSTRUMENTACION LETOFF BREAKER A
5;L504-HF206-031400;CARRO LETOFF BREAKER A
4;L504-HF206-032000;FEED CONVEYOR BREAKER A
5;L504-HF206-032100;MOTRIZ FEED CONVEYOR BREAKER A
5;L504-HF206-032200;ESTRUCTURA FEED CONVEYOR BREAKER A
5;L504-HF206-032300;CENTRADO ENTRADA MATERIAL F.CONV. BR.A
4;L504-HF206-033000;SISTEMA DE CORTE BREAKER A
5;L504-HF206-033100;MOVIMIENTO SISTEMA DE CORTE BREAKER A
5;L504-HF206-033200;CORTE BREAKER A
4;L504-HF206-034000;APLICADOR CONVEYOR BREAKER A
5;L504-HF206-034100;MOTRIZ DE APLICADOR CONVEYOR BREAKER A
5;L504-HF206-034200;MESA ESTRUCTURA DE APLICADOR CONV. BR. A
5;L504-HF206-034300;INSTRUMENTACION DE APLICADOR CONV. BR. A
5;L504-HF206-034400;LIFT MESA DE APLICADOR CONV. BREAKER A
3;L504-HF206-040000;BREAKER B
4;L504-HF206-041000;LETOFF BREAKER B
5;L504-HF206-041100;MOTRIZ LETOFF BREAKER B
5;L504-HF206-041200;ESTRUCTURA LETOFF BREAKER B
5;L504-HF206-041300;INSTRUMENTACION LETOFF BREAKER B
5;L504-HF206-041400;CARRO LETOFF BREAKER B
4;L504-HF206-042000;FEED CONVEYOR BREAKER B
5;L504-HF206-042100;MOTRIZ FEED CONVEYOR BREAKER B
5;L504-HF206-042200;ESTRUCTURA FEED CONVEYOR BREAKER B
5;L504-HF206-042300;CENTRADO ENTRADA MATERIAL F.CONV. BR.B
4;L504-HF206-043000;SISTEMA DE CORTE BREAKER B
5;L504-HF206-043100;MOVIMIENTO SISTEMA DE CORTE BREAKER B
5;L504-HF206-043200;CORTE BREAKER B
4;L504-HF206-044000;APLICADOR CONVEYOR BREAKER B
5;L504-HF206-044100;MOTRIZ DE APLICADOR CONVEYOR BREAKER B
5;L504-HF206-044200;MESA ESTRUCTURA DE APLICADOR CONV. BR. B
5;L504-HF206-044300;INSTRUMENTACION APLICADOR CONV. BR. B
5;L504-HF206-044400;LIFT MESA DE APLICADOR CONV. BREAKER B
3;L504-HF206-050000;PLATO DESCARGADOR
4;L504-HF206-051000;PLATO DESCARGADOR
5;L504-HF206-051100;MOVIMIENTO HORIZONTAL PLATO DESCARGADOR
5;L504-HF206-051200;MOVIMIENTO VERTICAL PLATO DESCARGADOR
3;L504-HF206-060000;ELEVADOR
4;L504-HF206-061000;ELEVADOR DE NEUMÁTICOS
5;L504-HF206-061100;CARGADOR - DESCARGADOR ELEVADOR DE NEUMÁ
5;L504-HF206-061200;ELEVADOR
5;L504-HF206-061300;PILAR ELEVACION ELEVADOR DE NEUMÁTICOS
5;L504-HF206-061400;EQUIPO DE VALVULAS ELEVADOR DE NEUMÁTICO
4;L504-HF206-062000;GRIPPER ELEVADOR
5;L504-HF206-062100;SERVOMOTOR GRIPPER ELEVADOR
5;L504-HF206-062200;PALETA GRIPPER ELEVADOR
5;L504-HF206-062300;SISTEMA MOTRIZ PALETA GRIPPER ELEVADOR
5;L504-HF206-062400;ESTRUCTURA GRIPPER ELEVADOR
4;L504-HF206-063000;CONVEYOR DESCARGADOR NEUMATICOS
5;L504-HF206-063100;CONVEYOR SUPERIOR DESCARGADOR NEUMATICOS
3;L504-HF206-070000;LATERAL
4;L504-HF206-071000;LETOFF LATERAL
5;L504-HF206-071100;MOTRIZ DERECHO LINER LETOFF LATERAL
5;L504-HF206-071200;MOTRIZ DERECHO MATERIAL LETOFF LATERAL
5;L504-HF206-071300;MOTRIZ IZQUIERDO LINER LETOFF LATERAL
5;L504-HF206-071400;MOTRIZ IZQUIERDO MATERIAL LETOFF LATERAL
5;L504-HF206-071500;CARRO LETOFF LATERAL
5;L504-HF206-071600;CONTROL LETOFF LATERAL
4;L504-HF206-072000;SERVIDOR LATERAL
5;L504-HF206-072100;MOVIMIENTO HORIZONTAL SERVIDOR LATERAL
5;L504-HF206-072200;SERVIDOR LATERAL
5;L504-HF206-072300;CONTROL NEUMATICO SERVIDOR LATERAL
5;L504-HF206-072400;CENTRADO Y ALTURA SERVIDOR LATERAL
4;L504-HF206-073000;SISTEMA DE CORTE LATERAL
5;L504-HF206-073100;CORTE LADO DERECHO LATERAL
5;L504-HF206-073200;CORTE LADO IZQUIERDO LATERAL
4;L504-HF206-074000;APLICADOR LATERAL
5;L504-HF206-074100;MULTIROLL DERECHO LATERAL
5;L504-HF206-074200;MULTIROLL IZQUIERDO LATERAL
4;L504-HF206-075000;STITCHER DINAMICO LATERAL
5;L504-HF206-075100;STITCHER DINAMICO LATERAL
4;L504-HF206-076000;LIVE CENTER LATERAL
5;L504-HF206-076100;LIVE CENTER LATERAL
3;L504-HF206-080000;ETIQUETADOR
4;L504-HF206-081000;ETIQUETADOR
5;L504-HF206-081100;MOVIMIENTO TRASLACION ETIQUETADOR
5;L504-HF206-081200;TOMA Y COLOCACION ETIQUETAS
5;L504-HF206-081300;MOTRIZ ETIQUETADOR
5;L504-HF206-081400;AJUSTE POSICION ETIQUETADOR
3;L504-HF206-090000;TRANSFER RING
4;L504-HF206-091000;TRANSFER RING
5;L504-HF206-091100;MOVIMIENTO TRANSFER RING
5;L504-HF206-091200;CONJUNTO TOMA PAQUETE BREAKER/NEUMATICO
5;L504-HF206-091300;SISTEMA VALVULAS TRANSFER RING
3;L504-HF206-100000;TORRETA DE CARCASA
4;L504-HF206-101000;SISTEMAS COMUNES AMBOS TAMBORES CARCASA
5;L504-HF206-101100;TRANSMISION ENGRANAJE TAMBORES CARCASA
5;L504-HF206-101200;SISTEMA MOTRIZ ENGRANAJES TAMBORES CARCA
5;L504-HF206-101300;UNION CARDANICA TORRETA DE CARCASA
5;L504-HF206-101400;SISTEMA FRENO PIVOTE TORRETA DE CARCASA
5;L504-HF206-101500;CAJAS DE CONEXIONES ELECTRICAS TORRETA C
4;L504-HF206-102000;MECANICA TAMBOR 1 TORRETA DE CARCASA
5;L504-HF206-102100;TRANSMISION UNION GIRATORIA TAMBOR 1 CAR
5;L504-HF206-102200;RODAMIENTO EJE TAMBOR 1 CARCASA
5;L504-HF206-102300;UNION GIRATORIA TAMBOR 1 CARCASA
4;L504-HF206-103000;MECANICA TAMBOR 2 TORRETA DE CARCASA
5;L504-HF206-103100;TRANSMISION UNION GIRATORIA TAMBOR 2 CAR
5;L504-HF206-103200;RODAMIENTO EJE TAMBOR 2 CARCASA
5;L504-HF206-103300;UNION GIRATORIA TAMBOR 2 CARCASA
4;L504-HF206-104000;ELECTRICA TAMBOR 1 TORRETA CARCASA
5;L504-HF206-104100;CONTROL ELECTRICA TAMBOR 1 TORRETA CARCA
4;L504-HF206-105000;ELECTRICA TAMBOR 2 TORRETA CARCASA
5;L504-HF206-105100;CONTROL ELECTRICA TAMBOR 2 TORRETA CARCA
3;L504-HF206-110000;COJIN
4;L504-HF206-111000;LETOFF COJIN
5;L504-HF206-111100;MOTRIZ DERECHO LINER LETOFF COJIN
5;L504-HF206-111200;MOTRIZ DERECHO MATERIAL LETOFF COJIN
5;L504-HF206-111300;CARRO LETOFF COJIN
5;L504-HF206-111400;CONTROL LETOFF COJIN
4;L504-HF206-112000;FEED CONVEYOR COJIN
5;L504-HF206-112100;MOTRIZ FEED CONVEYOR COJIN
5;L504-HF206-112200;FEED CONVEYOR COJIN
4;L504-HF206-113000;SISTEMA DE CORTE COJIN
5;L504-HF206-113100;MOVIMIENTO CORTE COJIN
5;L504-HF206-113200;INSTRUMENTACION CORTE COJIN
5;L504-HF206-113300;CORTE COJIN
4;L504-HF206-114000;APLICADOR CONVEYOR COJIN
5;L504-HF206-114100;MOTRIZ APLICADOR CONVEYOR COJIN
5;L504-HF206-114200;APLICADOR CONVEYOR COJIN
5;L504-HF206-114300;SISTEMA ALTURA DE MESA APLI. CONV. COJIN
3;L504-HF206-120000;BEAD AND PUSH
4;L504-HF206-121000;MOVIMIENTO TRANSVERSAL BEAD AND PUSH
5;L504-HF206-121100;MOVIMIENTO TRANSVERSAL BEAD AND PUSH
4;L504-HF206-122000;CONJUNTO ANILLOS BEAD AND PUSH
5;L504-HF206-122100;SEGMENTOS BEAD AND PUSH
5;L504-HF206-122200;BAP
5;L504-HF206-122300;SISTEMA VALVULAS BEAD AND PUSH
4;L504-HF206-123000;SISTEMA STITCHADO BEAD AND PUSH
5;L504-HF206-123100;MOVIMIENTO AXIAL STITCHER APEX BAP
5;L504-HF206-123200;MOVIMIENTO RADIAL STITCHER APEX BAP
5;L504-HF206-123300;CROSS STITCHER BEAD AND PUSH
4;L504-HF206-124000;LIVE CENTER BEAD AND PUSH
5;L504-HF206-124100;LIVE CENTER BEAD AND PUSH
3;L504-HF206-130000;ROBOT
4;L504-HF206-131000;ESTACIÓN ROBOT
5;L504-HF206-131100;ZONA PUERTA IZQUIERDA ROBOT
5;L504-HF206-131200;ZONA PUERTA DERECHA ROBOT
5;L504-HF206-131300;CARRO IZQUIERDO ROBOT
5;L504-HF206-131400;CARRO DERECHO ROBOT
5;L504-HF206-131500;CONJUNTO ROBOT
4;L504-HF206-132000;GRIPPER ROBOT
5;L504-HF206-132100;ESTRUCTURA GRIPER ROBOT
5;L504-HF206-132200;FINGER GRIPPER ROBOT
5;L504-HF206-132300;CENTRADO Y MEDICION GRIPPER ROBOT
5;L504-HF206-132400;PUSHER GRIPPER ROBOT
5;L504-HF206-132500;TOMA BANDEJA GRIPPER ROBOT
5;L504-HF206-132600;SISTEMA ELECTRICO GRIPPER ROBOT
3;L504-HF206-140000;COLOCADOR DE PESTAÑAS
4;L504-HF206-141000;COLOCADOR DE PESTAÑAS
5;L504-HF206-141100;ENTRADA COLOCADOR DE PESTAÑAS
5;L504-HF206-141200;BRAZO COLOCADOR DE PESTAÑAS
5;L504-HF206-141300;TOMA DE PESTAÑAS
3;L504-HF206-150000;TORRETA DE BREAKER
4;L504-HF206-151000;TORRETA DE BREAKER
5;L504-HF206-151100;PIVOTEO TORRETA DE BREAKER
5;L504-HF206-151200;CONJUNTO DE LEVAS
5;L504-HF206-151300;ROTACION DE TAMBORES TORRETA DE BREAKER
5;L504-HF206-151400;CONTROL NEUMATICO TORRETA DE BREAKER
3;L504-HF206-160000;SUMINISTRO DE AIRE
4;L504-HF206-161000;SUMINISTRO DE AIRE
5;L504-HF206-161100;AMPLIFICADOR DE AIRE
5;L504-HF206-161200;MANIFOLD DE VALVULAS
3;L504-HF206-170000;BP1
4;L504-HF206-171000;LETOFF BP1
5;L504-HF206-171100;MOTRIZ DERECHO LINER LETOFF BP1
5;L504-HF206-171200;MOTRIZ DERECHO MATERIAL LETOFF BP1
5;L504-HF206-171300;CARRO LETOFF BP1
5;L504-HF206-171400;CONTROL LETOFF BP1
4;L504-HF206-172000;FEED CONVEYOR BP1
5;L504-HF206-172100;MOTRIZ FEED CONVEYOR BP1
5;L504-HF206-172200;FEED CONVEYOR BP1
4;L504-HF206-173000;SISTEMA DE CORTE BP1
5;L504-HF206-173100;CORTE BP1
5;L504-HF206-173200;INSTRUMENTACION CORTE BP1
5;L504-HF206-173300;MOVIMIENTO Y ESTRUCTURA CORTE BP1
4;L504-HF206-174000;APLICADOR CONVEYOR BP1
5;L504-HF206-174100;MOTRIZ APLICADOR CONVEYOR BP1
5;L504-HF206-174200;APLICADOR CONVEYOR BP1
5;L504-HF206-174300;SISTEMA ALTURA DE MESA APLI. CONV. BP1
4;L504-HF206-175000;APLICADOR BP1
5;L504-HF206-175100;APLICADOR BP1
3;L504-HF206-180000;BP2
4;L504-HF206-181000;LETOFF BP2
5;L504-HF206-181100;MOTRIZ DERECHO LINER LETOFF BP2
5;L504-HF206-181200;MOTRIZ DERECHO MATERIAL LETOFF BP2
5;L504-HF206-181300;CARRO LETOFF BP2
5;L504-HF206-181400;CONTROL LETOFF BP2
4;L504-HF206-182000;FEED CONVEYOR BP2
5;L504-HF206-182100;MOTRIZ FEED CONVEYOR BP2
5;L504-HF206-182200;FEED CONVEYOR BP2
4;L504-HF206-183000;SISTEMA DE CORTE BP2
5;L504-HF206-183100;CORTE BP2
5;L504-HF206-183200;INSTRUMENTACION CORTE BP2
5;L504-HF206-183300;MOVIMIENTO Y ESTRUCTURA CORTE BP2
4;L504-HF206-184000;APLICADOR CONVEYOR BP2
5;L504-HF206-184100;MOTRIZ APLICADOR CONVEYOR BP2
5;L504-HF206-184200;APLICADOR CONVEYOR BP2
5;L504-HF206-184300;SISTEMA ALTURA DE MESA APLI. CONV. BP2
3;L504-HF206-190000;SISTEMAS ELECTRICOS LADO BREAKER
4;L504-HF206-191000;GENERAL SISTEMAS ELECTRICOS LADO BREAKER
5;L504-HF206-191100;TABLERO 01X1
5;L504-HF206-191200;TABLERO 01X1.1
5;L504-HF206-191300;TABLERO 01X2
5;L504-HF206-191400;TABLERO 01X3
5;L504-HF206-191500;TABLERO 01X4
5;L504-HF206-191600;SCANNER LADO BREAKER
5;L504-HF206-191700;CORTINAS LADO BREAKER
5;L504-HF206-191800;PUERTAS LADO BREAKER
4;L504-HF206-192000;TABLEROS PLATO DESCARGADOR
5;L504-HF206-192100;TABLERO 85X1
4;L504-HF206-193000;TABLEROS TORRETA DE BRERAKER
5;L504-HF206-193100;TABLERO 19X1
4;L504-HF206-194000;TABLEROS BREAKER A
5;L504-HF206-194100;TABLERO 20X1
5;L504-HF206-194200;TABLERO 20X10
5;L504-HF206-194300;TABLERO 21X1
5;L504-HF206-194400;TABLERO 21X10
4;L504-HF206-195000;TABLEROS BREAKER B
5;L504-HF206-195100;TABLERO 25X1
5;L504-HF206-195200;TABLERO 25X10
5;L504-HF206-195300;TABLERO 26X1
5;L504-HF206-195400;TABLERO 26X10
4;L504-HF206-196000;TABLEROS BANDA
5;L504-HF206-196100;TABLERO 60X1
5;L504-HF206-196200;TABLERO 60X2
5;L504-HF206-196300;TABLERO 60X3
5;L504-HF206-196400;TABLERO 60X10
5;L504-HF206-196500;TABLERO 61X1
5;L504-HF206-196600;TABLERO 61X10
5;L504-HF206-196700;TABLERO 61X11
4;L504-HF206-197000;TABLEROS OVERLAY
5;L504-HF206-197100;TABLERO 70X1
5;L504-HF206-197200;TABLERO 74X1
5;L504-HF206-197300;TABLERO 70X10
5;L504-HF206-197400;TABLERO 74X2
4;L504-HF206-198000;TABLEROS ELEVADOR
5;L504-HF206-198100;TABLERO 86X1
4;L504-HF206-199000;TABLEROS ETIQUETADOR
5;L504-HF206-199100;TABLERO 85X2
5;L504-HF206-199200;TABLERO 87X1
3;L504-HF206-200000;SISTEMAS ELECTRICOS LADO CARCASA
4;L504-HF206-201000;GENERAL SISTEMAS ELECTRICOS LADO CARCASA
5;L504-HF206-201100;TABLERO 02X1
5;L504-HF206-201200;TABLERO 02X1.1
5;L504-HF206-201300;TABLERO 02X2
5;L504-HF206-201400;TABLERO 02X3
5;L504-HF206-201500;TABLERO 02X4
5;L504-HF206-201600;TABLERO 92X1
5;L504-HF206-201700;SCANNER - ALFOMBRA LADO CARCASA
5;L504-HF206-201800;CORTINAS LADO CARCASA
5;L504-HF206-201900;PUERTAS LADO CARCASA
4;L504-HF206-202000;TABLEROS TRANSFER RING
5;L504-HF206-202100;TABLERO 18X1
4;L504-HF206-203000;TABLEROS BEAD AND PUSH
5;L504-HF206-203100;TABLERO 33X1
5;L504-HF206-203200;TABLERO 34X1
4;L504-HF206-204000;TABLEROS COLOCADOR DE PESTAÑAS
5;L504-HF206-204100;TABLERO 94X1
4;L504-HF206-205000;TABLEROS COJIN
5;L504-HF206-205100;TABLERO 49X1
5;L504-HF206-205200;TABLERO 49X2
5;L504-HF206-205300;TABLERO 49X7
5;L504-HF206-205400;TABLERO 49X16
5;L504-HF206-205500;TABLERO 49X18
5;L504-HF206-205600;TABLERO 49X20
5;L504-HF206-205700;TABLERO 49X23
4;L504-HF206-206000;TABLEROS BP1
5;L504-HF206-206100;TABLERO 49X8
5;L504-HF206-206200;TABLERO 49X17
5;L504-HF206-206300;TABLERO 49X21
4;L504-HF206-207000;TABLEROS BP2
5;L504-HF206-207100;TABLERO 49X3
5;L504-HF206-207200;TABLERO 49X4
5;L504-HF206-207300;TABLERO 49X9
5;L504-HF206-207400;TABLERO 49X19
5;L504-HF206-207500;TABLERO 49X22
4;L504-HF206-208000;TABLEROS LATERAL
5;L504-HF206-208100;TABLERO 40X1
5;L504-HF206-208200;TABLERO 40X2
5;L504-HF206-208300;TABLERO 40X3
5;L504-HF206-208400;TABLERO 40X4
5;L504-HF206-208500;TABLERO 40X5
4;L504-HF206-209000;TABLEROS ROBOT
5;L504-HF206-209100;TABLERO 95X1
5;L504-HF206-209200;TABLERO 96X1
5;L504-HF206-209300;TABLERO 96X2
5;L504-HF206-209400;TABLERO 96X3
5;L504-HF206-209500;TABLERO 97X1
5;L504-HF206-209600;TABLERO 97X2
5;L504-HF206-209700;TABLERO 97X3
3;L504-HF206-210000;SMS
4;L504-HF206-211000;SMS LADO BREAKER
4;L504-HF206-212000;SMS LADO CARCASA
5;L504-HF206-212100;SMS PLY LADO CARCASA
3;L504-HF206-220000;OVERLAY
4;L504-HF206-221000;LETOFF OVERLAY
5;L504-HF206-221100;LETOFF SUPERIOR OVERLAY
5;L504-HF206-221200;LETOFF INFERIOR OVERLAY
5;L504-HF206-221300;ACUMULADOR LETOFF OVERLAY
4;L504-HF206-222000;SERVIDOR OVERLAY
5;L504-HF206-222100;SERVIDOR OVERLAY
5;L504-HF206-222200;MESA SERVIDOR OVERLAY
5;L504-HF206-222300;CONTROL SERVIDOR OVERLAY
2;L504-HF303;HF TIRE BUILDING MACHINE - HF303
3;L504-HF303-020000;BANDA
4;L504-HF303-021000;LETOFF BANDA
5;L504-HF303-021100;LETOFF IZQUIERDO BANDA
5;L504-HF303-021200;LETOFF DERECHO BANDA
5;L504-HF303-021300;CARRO LETOFF BANDA
4;L504-HF303-022000;FEED CONVEYOR BANDA
5;L504-HF303-022100;FEED CONVEYOR BANDA
4;L504-HF303-023000;SISTEMA DE CORTE BANDA
5;L504-HF303-023100;MOVIMIENTO SISTEMA CORTE BANDA
5;L504-HF303-023200;INSTRUMENTACION SISTEMA DE CORTE BANDA
5;L504-HF303-023300;CORTE DE BANDA
4;L504-HF303-024000;APLICADOR CONVEYOR BANDA
5;L504-HF303-024100;MOTRIZ APLICADOR CONVEYOR BANDA
5;L504-HF303-024200;INSTRUMENTACION APLICADOR CONVEYOR BANDA
5;L504-HF303-024300;APLICADOR CONVEYOR BANDA
5;L504-HF303-024400;SISTEMA ALTURA DE MESA BANDA
4;L504-HF303-025000;APLICADOR BANDA
5;L504-HF303-025100;INSTRUMENTACION APLICADOR DE BANDA
5;L504-HF303-025200;APLICADOR DE BANDA
3;L504-HF303-030000;BREAKER A
4;L504-HF303-031000;LETOFF BREAKER A
5;L504-HF303-031100;MOTRIZ LETOFF BREAKER A
5;L504-HF303-031200;ESTRUCTURA LETOFF BREAKER A
5;L504-HF303-031300;INSTRUMENTACION LETOFF BREAKER A
5;L504-HF303-031400;CARRO LETOFF BREAKER A
4;L504-HF303-032000;FEED CONVEYOR BREAKER A
5;L504-HF303-032100;MOTRIZ FEED CONVEYOR BREAKER A
5;L504-HF303-032200;ESTRUCTURA FEED CONVEYOR BREAKER A
5;L504-HF303-032300;CENTRADO ENTRADA MATERIAL F.CONV. BR.A
4;L504-HF303-033000;SISTEMA DE CORTE BREAKER A
5;L504-HF303-033100;MOVIMIENTO SISTEMA DE CORTE BREAKER A
5;L504-HF303-033200;CORTE BREAKER A
4;L504-HF303-034000;APLICADOR CONVEYOR BREAKER A
5;L504-HF303-034100;MOTRIZ DE APLICADOR CONVEYOR BREAKER A
5;L504-HF303-034200;MESA ESTRUCTURA DE APLICADOR CONV. BR. A
5;L504-HF303-034300;INSTRUMENTACION DE APLICADOR CONV. BR. A
5;L504-HF303-034400;LIFT MESA DE APLICADOR CONV. BREAKER A
3;L504-HF303-040000;BREAKER B
4;L504-HF303-041000;LETOFF BREAKER B
5;L504-HF303-041100;MOTRIZ LETOFF BREAKER B
5;L504-HF303-041200;ESTRUCTURA LETOFF BREAKER B
5;L504-HF303-041300;INSTRUMENTACION LETOFF BREAKER B
5;L504-HF303-041400;CARRO LETOFF BREAKER B
4;L504-HF303-042000;FEED CONVEYOR BREAKER B
5;L504-HF303-042100;MOTRIZ FEED CONVEYOR BREAKER B
5;L504-HF303-042200;ESTRUCTURA FEED CONVEYOR BREAKER B
5;L504-HF303-042300;CENTRADO ENTRADA MATERIAL F.CONV. BR.B
4;L504-HF303-043000;SISTEMA DE CORTE BREAKER B
5;L504-HF303-043100;MOVIMIENTO SISTEMA DE CORTE BREAKER B
5;L504-HF303-043200;CORTE BREAKER B
4;L504-HF303-044000;APLICADOR CONVEYOR BREAKER B
5;L504-HF303-044100;MOTRIZ DE APLICADOR CONVEYOR BREAKER B
5;L504-HF303-044200;MESA ESTRUCTURA DE APLICADOR CONV. BR. B
5;L504-HF303-044300;INSTRUMENTACION APLICADOR CONV. BR. B
5;L504-HF303-044400;LIFT MESA DE APLICADOR CONV. BREAKER B
3;L504-HF303-050000;PLATO DESCARGADOR
4;L504-HF303-051000;PLATO DESCARGADOR
5;L504-HF303-051100;MOVIMIENTO HORIZONTAL PLATO DESCARGADOR
5;L504-HF303-051200;MOVIMIENTO VERTICAL PLATO DESCARGADOR
3;L504-HF303-060000;ELEVADOR
4;L504-HF303-061000;ELEVADOR DE NEUMÁTICOS
5;L504-HF303-061100;CARGADOR - DESCARGADOR ELEVADOR DE NEUMÁ
5;L504-HF303-061200;ELEVADOR
5;L504-HF303-061300;PILAR ELEVACION ELEVADOR DE NEUMÁTICOS
5;L504-HF303-061400;EQUIPO DE VALVULAS ELEVADOR DE NEUMÁTICO
4;L504-HF303-062000;GRIPPER ELEVADOR
5;L504-HF303-062100;SERVOMOTOR GRIPPER ELEVADOR
5;L504-HF303-062200;PALETA GRIPPER ELEVADOR
5;L504-HF303-062300;SISTEMA MOTRIZ PALETA GRIPPER ELEVADOR
5;L504-HF303-062400;ESTRUCTURA GRIPPER ELEVADOR
4;L504-HF303-063000;CONVEYOR DESCARGADOR NEUMATICOS
5;L504-HF303-063100;CONVEYOR SUPERIOR DESCARGADOR NEUMATICOS
3;L504-HF303-070000;LATERAL
4;L504-HF303-071000;LETOFF LATERAL
5;L504-HF303-071100;MOTRIZ DERECHO LINER LETOFF LATERAL
5;L504-HF303-071200;MOTRIZ DERECHO MATERIAL LETOFF LATERAL
5;L504-HF303-071300;MOTRIZ IZQUIERDO LINER LETOFF LATERAL
5;L504-HF303-071400;MOTRIZ IZQUIERDO MATERIAL LETOFF LATERAL
5;L504-HF303-071500;CARRO LETOFF LATERAL
5;L504-HF303-071600;CONTROL LETOFF LATERAL
4;L504-HF303-072000;SERVIDOR LATERAL
5;L504-HF303-072100;MOVIMIENTO HORIZONTAL SERVIDOR LATERAL
5;L504-HF303-072200;SERVIDOR LATERAL
5;L504-HF303-072300;CONTROL NEUMATICO SERVIDOR LATERAL
5;L504-HF303-072400;CENTRADO Y ALTURA SERVIDOR LATERAL
4;L504-HF303-073000;SISTEMA DE CORTE LATERAL
5;L504-HF303-073100;CORTE LADO DERECHO LATERAL
5;L504-HF303-073200;CORTE LADO IZQUIERDO LATERAL
4;L504-HF303-074000;APLICADOR LATERAL
5;L504-HF303-074100;MULTIROLL DERECHO LATERAL
5;L504-HF303-074200;MULTIROLL IZQUIERDO LATERAL
4;L504-HF303-075000;STITCHER DINAMICO LATERAL
5;L504-HF303-075100;STITCHER DINAMICO LATERAL
4;L504-HF303-076000;LIVE CENTER LATERAL
5;L504-HF303-076100;LIVE CENTER LATERAL
3;L504-HF303-080000;ETIQUETADOR
4;L504-HF303-081000;ETIQUETADOR
5;L504-HF303-081100;MOVIMIENTO TRASLACION ETIQUETADOR
5;L504-HF303-081200;TOMA Y COLOCACION ETIQUETAS
5;L504-HF303-081300;MOTRIZ ETIQUETADOR
5;L504-HF303-081400;AJUSTE POSICION ETIQUETADOR
3;L504-HF303-090000;TRANSFER RING
